id_ubigeo,ubigeo_reniec,departamento,provincia,distrito,latitud,longitud
1403,140502,LIMA,HUAURA,AMBAR,-10.7561,-77.2719
1404,140504,LIMA,HUAURA,CALETA DE CARQUIN,-11.0917,-77.6283
1405,140505,LIMA,HUAURA,CHECRAS,-10.9181,-76.8256
1406,140506,LIMA,HUAURA,HUALMAY,-11.0967,-77.6131
1407,140507,LIMA,HUAURA,HUAURA,-11.0697,-77.5992
1408,140508,LIMA,HUAURA,LEONCIO PRADO,-11.0611,-76.9303
1409,140509,LIMA,HUAURA,PACCHO,-10.9575,-76.9333
1410,140511,LIMA,HUAURA,SANTA LEONOR,-10.9486,-76.745
1411,140512,LIMA,HUAURA,SANTA MARIA,-11.0967,-77.595
1412,140513,LIMA,HUAURA,SAYAN,-11.1353,-77.1936
1413,140516,LIMA,HUAURA,VEGUETA,-11.0233,-77.6439
1414,141001,LIMA,OYON,OYON,-10.6681,-76.7733
1415,141004,LIMA,OYON,ANDAJES,-10.7928,-76.9092
1416,141003,LIMA,OYON,CAUJUL,-10.8058,-76.9792
1417,141006,LIMA,OYON,COCHAMARCA,-10.8633,-77.1289
1418,141002,LIMA,OYON,NAVAN,-10.8378,-77.0144
1419,141005,LIMA,OYON,PACHANGARA,-10.8111,-76.875
1420,140701,LIMA,YAUYOS,YAUYOS,-12.4597,-75.9183
1421,140702,LIMA,YAUYOS,ALIS,-12.2811,-75.7864
1422,140703,LIMA,YAUYOS,AYAUCA,-12.5911,-76.0369
1423,140704,LIMA,YAUYOS,AYAVIRI,-12.3825,-76.1369
1424,140705,LIMA,YAUYOS,AZANGARO,-13.0,-75.8372
1425,140706,LIMA,YAUYOS,CACRA,-12.8125,-75.7831
1426,140707,LIMA,YAUYOS,CARANIA,-12.3456,-75.8694
1427,140733,LIMA,YAUYOS,CATAHUASI,-12.7994,-75.8914
1428,140710,LIMA,YAUYOS,CHOCOS,-12.9144,-75.8628
1429,140708,LIMA,YAUYOS,COCHAS,-12.2942,-76.1575
1430,140709,LIMA,YAUYOS,COLONIA,-12.6339,-75.8903
1431,140730,LIMA,YAUYOS,HONGOS,-12.8108,-75.7653
1432,140711,LIMA,YAUYOS,HUAMPARA,-12.3603,-76.1672
1433,140712,LIMA,YAUYOS,HUANCAYA,-12.2033,-75.7992
1434,140713,LIMA,YAUYOS,HUANGASCAR,-12.8994,-75.8319
1435,140714,LIMA,YAUYOS,HUANTAN,-12.4564,-75.8117
1436,140715,LIMA,YAUYOS,HUAÑEC,-12.2939,-76.1386
1437,140716,LIMA,YAUYOS,LARAOS,-12.3467,-75.7858
1438,140717,LIMA,YAUYOS,LINCHA,-12.7997,-75.6667
1439,140731,LIMA,YAUYOS,MADEAN,-12.9444,-75.7772
1440,140718,LIMA,YAUYOS,MIRAFLORES,-12.2744,-75.8503
1441,140719,LIMA,YAUYOS,OMAS,-12.5147,-76.2894
1442,140732,LIMA,YAUYOS,PUTINZA,-12.6681,-75.9494
1443,140720,LIMA,YAUYOS,QUINCHES,-12.3078,-76.1433
1444,140721,LIMA,YAUYOS,QUINOCAY,-12.3622,-76.2264
1445,140722,LIMA,YAUYOS,SAN JOAQUIN,-12.2839,-76.1469
1446,140723,LIMA,YAUYOS,SAN PEDRO DE PILAS,-12.4544,-76.2269
1447,140724,LIMA,YAUYOS,TANTA,-12.1222,-76.0133
1448,140725,LIMA,YAUYOS,TAURIPAMPA,-12.6172,-76.1619
1449,140727,LIMA,YAUYOS,TOMAS,-12.2378,-75.745
1450,140726,LIMA,YAUYOS,TUPE,-12.7411,-75.8094
1451,140728,LIMA,YAUYOS,VIÑAC,-12.9311,-75.78
1452,140729,LIMA,YAUYOS,VITIS,-12.2239,-75.8081
1453,150101,LORETO,MAYNAS,IQUITOS,-3.7481,-73.2442
1454,150102,LORETO,MAYNAS,ALTO NANAY,-3.8883,-73.6975
1455,150103,LORETO,MAYNAS,FERNANDO LORES,-4.0017,-73.1569
1456,150110,LORETO,MAYNAS,INDIANA,-3.5003,-73.0411
1457,150104,LORETO,MAYNAS,LAS AMAZONAS,-3.4231,-72.7644
1458,150105,LORETO,MAYNAS,MAZAN,-3.4886,-73.0817
1459,150106,LORETO,MAYNAS,NAPO,-2.4892,-73.6761
1460,150111,LORETO,MAYNAS,PUNCHANA,-3.7286,-73.2419
1461,150108,LORETO,MAYNAS,TORRES CAUSANA,-0.9706,-75.1742
1462,150112,LORETO,MAYNAS,BELEN,-3.7692,-73.26
1463,150113,LORETO,MAYNAS,SAN JUAN BAUTISTA,-3.7703,-73.2803
1464,150201,LORETO,ALTO AMAZONAS,YURIMAGUAS,-5.8842,-76.1281
1465,150202,LORETO,ALTO AMAZONAS,BALSAPUERTO,-5.8333,-76.5597
1466,150205,LORETO,ALTO AMAZONAS,JEBEROS,-5.2908,-76.2833
1467,150206,LORETO,ALTO AMAZONAS,LAGUNAS,-5.2239,-75.675
1852,230201,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,-3.6775,-80.6681
1853,230202,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,-3.9422,-80.6511
1854,230203,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,-3.9506,-80.94
1855,230301,TUMBES,ZARUMILLA,ZARUMILLA,-3.5011,-80.2756
1856,230304,TUMBES,ZARUMILLA,AGUAS VERDES,-3.4817,-80.245
1857,230302,TUMBES,ZARUMILLA,MATAPALO,-3.6822,-80.1997
1858,230303,TUMBES,ZARUMILLA,PAPAYAL,-3.5714,-80.235
1859,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,-8.3681,-74.5433
1860,250104,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,-8.4719,-74.8053
1861,250105,UCAYALI,CORONEL PORTILLO,IPARIA,-9.3061,-74.4356
1862,250103,UCAYALI,CORONEL PORTILLO,MASISEA,-8.6047,-74.3061
1863,250102,UCAYALI,CORONEL PORTILLO,YARINACOCHA,-8.3556,-74.5758
1864,250106,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,-8.3206,-74.8514
1865,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,-8.4003,-74.5414
1866,250301,UCAYALI,ATALAYA,RAYMONDI,-10.7297,-73.7553
1867,250304,UCAYALI,ATALAYA,SEPAHUA,-11.1372,-73.0456
1868,250302,UCAYALI,ATALAYA,TAHUANIA,-10.0306,-73.9564
1869,250303,UCAYALI,ATALAYA,YURUA,-9.5314,-72.76
1870,250201,UCAYALI,PADRE ABAD,PADRE ABAD,-9.0336,-75.5075
1871,250202,UCAYALI,PADRE ABAD,IRAZOLA,-8.8286,-75.2133
1872,250203,UCAYALI,PADRE ABAD,CURIMANA,-8.4333,-75.1478
1873,250204,UCAYALI,PADRE ABAD,NESHUYA,-8.64,-74.9644
1874,250205,UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,-8.8275,-75.0508
1875,250401,UCAYALI,PURUS,PURUS,-9.7722,-70.7097
1876,050314,AYACUCHO,HUANTA,PUTIS,,
1877,050412,AYACUCHO,LA MAR,UNION PROGRESO,,
1878,050415,AYACUCHO,LA MAR,RIO MAGDALENA,,
1879,050414,AYACUCHO,LA MAR,NINABAMBA,,
1880,050413,AYACUCHO,LA MAR,PATIBAMBA,,
1881,250207,UCAYALI,PADRE ABAD,HUIPOCA,,
1882,250206,UCAYALI,PADRE ABAD,BOQUERON,,
1883,170107,MOQUEGUA,MARISCAL NIETO,SAN ANTONIO,,
1884,080533,HUANCAVELICA,TAYACAJA,LAMBRAS,,
1885,080534,HUANCAVELICA,TAYACAJA,COCHABAMBA,,
1886,,LIMA,LIMA,SANTA MARIA DE HUACHIPA,,
1887,070916,CUSCO,LA CONVENCION,KUMPIRUSHIATO,,
1888,070917,CUSCO,LA CONVENCION,CIELO PUNCO,,
1889,070918,CUSCO,LA CONVENCION,MANITEA,,
1890,070919,CUSCO,LA CONVENCION,UNION ASHÁNINKA,,
1891,030712,APURIMAC,CHINCHEROS,AHUAYRO,,
1892,210806,SAN MARTIN,TOCACHE,SANTA LUCIA,,
1893,150107,LORETO,MAYNAS,PUTUMAYO,,
1894,150114,LORETO,MAYNAS,TENIENTE MANUEL CLAVERO,,
1468,150210,LORETO,ALTO AMAZONAS,SANTA CRUZ,-5.5133,-75.8589
1469,150211,LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,-6.0256,-75.8742
1470,150301,LORETO,LORETO,NAUTA,-4.5014,-73.5694
1471,150302,LORETO,LORETO,PARINARI,-4.6317,-74.4631
1472,150303,LORETO,LORETO,TIGRE,-3.4897,-74.7817
1473,150305,LORETO,LORETO,TROMPETEROS,-3.805,-75.0606
1474,150304,LORETO,LORETO,URARINAS,-4.5875,-74.7672
1475,150601,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,-3.9061,-70.5169
1476,150602,LORETO,MARISCAL RAMON CASTILLA,PEBAS,-3.3203,-71.8619
1477,150603,LORETO,MARISCAL RAMON CASTILLA,YAVARI,-4.3536,-70.0417
1478,150604,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,-4.0203,-71.1031
1479,150401,LORETO,REQUENA,REQUENA,-5.0639,-73.8567
1480,150402,LORETO,REQUENA,ALTO TAPICHE,-6.0256,-74.0942
1481,150403,LORETO,REQUENA,CAPELO,-5.4053,-74.1578
1482,150404,LORETO,REQUENA,EMILIO SAN MARTIN,-5.7936,-74.2839
1483,150405,LORETO,REQUENA,MAQUIA,-5.7497,-74.5378
1484,150406,LORETO,REQUENA,PUINAHUA,-5.2556,-74.3456
1485,150407,LORETO,REQUENA,SAQUENA,-4.725,-73.5331
1486,150408,LORETO,REQUENA,SOPLIN,-6.0078,-73.6925
1487,150409,LORETO,REQUENA,TAPICHE,-5.6936,-74.1378
1488,150410,LORETO,REQUENA,JENARO HERRERA,-4.9036,-73.6706
1489,150411,LORETO,REQUENA,YAQUERANA,-5.1489,-72.8753
1490,150501,LORETO,UCAYALI,CONTAMANA,-7.3506,-75.0097
1491,150506,LORETO,UCAYALI,INAHUAYA,-7.1169,-75.2625
1492,150503,LORETO,UCAYALI,PADRE MARQUEZ,-7.9467,-74.8408
1493,150504,LORETO,UCAYALI,PAMPA HERMOSA,-7.1964,-75.2944
1494,150505,LORETO,UCAYALI,SARAYACU,-6.3931,-75.1169
1495,150502,LORETO,UCAYALI,VARGAS GUERRA,-6.9111,-75.1589
1496,150701,LORETO,DATEM DEL MARAÑON,BARRANCA,-4.8311,-76.555
1497,150703,LORETO,DATEM DEL MARAÑON,CAHUAPANAS,-5.2492,-77.0414
1498,150704,LORETO,DATEM DEL MARAÑON,MANSERICHE,-4.5636,-77.4172
1499,150705,LORETO,DATEM DEL MARAÑON,MORONA,-4.3264,-77.2161
1500,150706,LORETO,DATEM DEL MARAÑON,PASTAZA,-4.6511,-76.5875
1501,150702,LORETO,DATEM DEL MARAÑON,ANDOAS,-3.4756,-76.4336
1502,150901,LORETO,PUTUMAYO,PUTUMAYO,-2.4469,-72.6681
1503,150902,LORETO,PUTUMAYO,ROSA PANDURO,-1.7886,-73.4131
1504,150903,LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,-0.3733,-74.6758
1505,150904,LORETO,PUTUMAYO,YAGUAS,-2.4081,-71.1767
1506,160101,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,-12.5936,-69.1767
1507,160102,MADRE DE DIOS,TAMBOPATA,INAMBARI,-13.1014,-70.3717
1508,160103,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,-12.2792,-69.1503
1509,160104,MADRE DE DIOS,TAMBOPATA,LABERINTO,-12.7172,-69.5867
1510,160201,MADRE DE DIOS,MANU,MANU,-12.8372,-71.3653
1511,160202,MADRE DE DIOS,MANU,FITZCARRALD,-12.2653,-70.91
1512,160203,MADRE DE DIOS,MANU,MADRE DE DIOS,-12.6186,-70.3942
1513,160204,MADRE DE DIOS,MANU,HUEPETUHE,-12.9936,-70.5272
1514,160301,MADRE DE DIOS,TAHUAMANU,IÑAPARI,-10.945,-69.5767
1515,160302,MADRE DE DIOS,TAHUAMANU,IBERIA,-11.4108,-69.4869
1516,160303,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,-11.4547,-69.3214
1517,170101,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,-17.1942,-70.9333
1518,170102,MOQUEGUA,MARISCAL NIETO,CARUMAS,-16.8092,-70.6947
1519,170103,MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,-16.7508,-70.6861
1520,170106,MOQUEGUA,MARISCAL NIETO,SAMEGUA,-17.1822,-70.9003
1521,170104,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,-16.7392,-70.6833
1522,170105,MOQUEGUA,MARISCAL NIETO,TORATA,-17.0767,-70.8442
1523,170201,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,-16.6736,-70.9706
1524,170203,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,-16.3883,-70.7303
1525,170202,MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,-16.6489,-71.0217
1526,170204,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,-16.1406,-70.5356
1527,170205,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,-16.7567,-71.1792
1528,170206,MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,-16.3239,-70.7386
1529,170207,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,-16.4811,-70.8267
1530,170208,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,-16.6253,-71.1839
1531,170209,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,-16.7489,-70.8803
1532,170210,MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,-16.3867,-70.8556
1533,170211,MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,-16.195,-70.6778
1534,170301,MOQUEGUA,ILO,ILO,-17.625,-71.3433
1535,170302,MOQUEGUA,ILO,EL ALGARROBAL,-17.6228,-71.2683
1536,170303,MOQUEGUA,ILO,PACOCHA,-17.6108,-71.3403
1537,180101,PASCO,PASCO,CHAUPIMARCA,-10.6825,-76.2569
1538,180103,PASCO,PASCO,HUACHON,-10.6364,-75.9511
1539,180104,PASCO,PASCO,HUARIACA,-10.4392,-76.1917
1540,180105,PASCO,PASCO,HUAYLLAY,-11.0019,-76.3647
1541,180106,PASCO,PASCO,NINACACA,-10.8556,-76.1131
1542,180107,PASCO,PASCO,PALLANCHACRA,-10.4153,-76.2356
1543,180108,PASCO,PASCO,PAUCARTAMBO,-10.7744,-75.8133
1544,180109,PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,-10.49,-76.1961
1545,180110,PASCO,PASCO,SIMON BOLIVAR,-10.6892,-76.3164
1546,180111,PASCO,PASCO,TICLACAYAN,-10.535,-76.1642
1547,180112,PASCO,PASCO,TINYAHUARCO,-10.7697,-76.2769
1548,180113,PASCO,PASCO,VICCO,-10.8383,-76.2383
1549,180114,PASCO,PASCO,YANACANCHA,-10.6633,-76.2531
1550,180201,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,-10.4914,-76.5164
1551,180202,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,-10.4344,-76.4372
1552,180203,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,-10.4731,-76.4083
1553,180204,PASCO,DANIEL ALCIDES CARRION,PAUCAR,-10.3711,-76.4433
1554,180205,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,-10.4389,-76.4953
1555,180206,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,-10.4725,-76.3536
1556,180207,PASCO,DANIEL ALCIDES CARRION,TAPUC,-10.4547,-76.4625
1557,180208,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,-10.4786,-76.4469
1558,180301,PASCO,OXAPAMPA,OXAPAMPA,-10.575,-75.4047
1559,180302,PASCO,OXAPAMPA,CHONTABAMBA,-10.6022,-75.4389
1560,180303,PASCO,OXAPAMPA,HUANCABAMBA,-10.4261,-75.5239
1561,180307,PASCO,OXAPAMPA,PALCAZU,-10.1842,-75.1481
1562,180306,PASCO,OXAPAMPA,POZUZO,-10.0711,-75.5503
1563,180304,PASCO,OXAPAMPA,PUERTO BERMUDEZ,-10.2992,-74.9372
1564,180305,PASCO,OXAPAMPA,VILLA RICA,-10.7392,-75.2758
1565,180308,PASCO,OXAPAMPA,CONSTITUCION,-9.8564,-75.0169
1566,190101,PIURA,PIURA,PIURA,-5.1525,-80.6578
1567,190103,PIURA,PIURA,CASTILLA,-5.2014,-80.6228
1568,190104,PIURA,PIURA,CATACAOS,-5.2672,-80.6725
1569,190113,PIURA,PIURA,CURA MORI,-5.3236,-80.6656
1570,190114,PIURA,PIURA,EL TALLAN,-5.4092,-80.6811
1571,190105,PIURA,PIURA,LA ARENA,-5.3431,-80.7036
1572,190106,PIURA,PIURA,LA UNION,-5.3883,-80.7372
1573,190107,PIURA,PIURA,LAS LOMAS,-4.65,-80.2392
1574,190109,PIURA,PIURA,TAMBO GRANDE,-4.9281,-80.3372
1575,190115,PIURA,PIURA,VEINTISEIS DE OCTUBRE,-5.1792,-80.6781
1576,190201,PIURA,AYABACA,AYABACA,-4.6406,-79.7153
1577,190202,PIURA,AYABACA,FRIAS,-4.9317,-79.9475
1578,190209,PIURA,AYABACA,JILILI,-4.5847,-79.7972
1579,190203,PIURA,AYABACA,LAGUNAS,-4.7892,-79.845
1580,190204,PIURA,AYABACA,MONTERO,-4.6322,-79.8289
1581,190205,PIURA,AYABACA,PACAIPAMPA,-4.9956,-79.6678
1582,190210,PIURA,AYABACA,PAIMAS,-4.6275,-79.9456
1583,190206,PIURA,AYABACA,SAPILLICA,-4.7792,-79.9822
1584,190207,PIURA,AYABACA,SICCHEZ,-4.57,-79.7639
1585,190208,PIURA,AYABACA,SUYO,-4.5128,-80.0025
1586,190301,PIURA,HUANCABAMBA,HUANCABAMBA,-5.2386,-79.4503
1587,190302,PIURA,HUANCABAMBA,CANCHAQUE,-5.3758,-79.6056
1588,190306,PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,-5.1483,-79.4283
1589,190303,PIURA,HUANCABAMBA,HUARMACA,-5.5681,-79.5244
1590,190308,PIURA,HUANCABAMBA,LALAQUIZ,-5.2158,-79.68
1591,190307,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,-5.4019,-79.6061
1592,190304,PIURA,HUANCABAMBA,SONDOR,-5.3156,-79.4097
1593,190305,PIURA,HUANCABAMBA,SONDORILLO,-5.3394,-79.4286
1594,190401,PIURA,MORROPON,CHULUCANAS,-5.0972,-80.1603
1595,190402,PIURA,MORROPON,BUENOS AIRES,-5.2669,-79.9669
1596,190403,PIURA,MORROPON,CHALACO,-5.0411,-79.7956
1597,190408,PIURA,MORROPON,LA MATANZA,-5.2136,-80.0906
1598,190404,PIURA,MORROPON,MORROPON,-5.1861,-79.9692
1599,190405,PIURA,MORROPON,SALITRAL,-5.3419,-79.8336
1600,190410,PIURA,MORROPON,SAN JUAN DE BIGOTE,-5.3194,-79.7861
1601,190406,PIURA,MORROPON,SANTA CATALINA DE MOSSA,-5.1028,-79.885
1602,190407,PIURA,MORROPON,SANTO DOMINGO,-5.0294,-79.8758
1603,190409,PIURA,MORROPON,YAMANGO,-5.1808,-79.7511
1604,190501,PIURA,PAITA,PAITA,-5.0931,-81.0994
1605,190502,PIURA,PAITA,AMOTAPE,-4.8819,-81.0153
1606,190503,PIURA,PAITA,ARENAL,-4.8836,-81.0264
1607,190505,PIURA,PAITA,COLAN,-4.9006,-81.0564
1608,190504,PIURA,PAITA,LA HUACA,-4.9103,-80.9614
1609,190506,PIURA,PAITA,TAMARINDO,-4.8783,-80.9758
1610,190507,PIURA,PAITA,VICHAYAL,-4.8642,-81.0731
1611,190601,PIURA,SULLANA,SULLANA,-4.8906,-80.6878
1612,190602,PIURA,SULLANA,BELLAVISTA,-4.89,-80.6803
1613,190608,PIURA,SULLANA,IGNACIO ESCUDERO,-4.8461,-80.8731
1614,190603,PIURA,SULLANA,LANCONES,-4.6328,-80.5456
1615,190604,PIURA,SULLANA,MARCAVELICA,-4.8817,-80.7036
1616,190605,PIURA,SULLANA,MIGUEL CHECA,-4.9003,-80.8147
1617,190606,PIURA,SULLANA,QUERECOTILLO,-4.8392,-80.6483
1618,190607,PIURA,SULLANA,SALITRAL,-4.8569,-80.6808
1619,190701,PIURA,TALARA,PARIÑAS,-4.5794,-81.2694
1620,190702,PIURA,TALARA,EL ALTO,-4.2686,-81.2214
1621,190703,PIURA,TALARA,LA BREA,-4.6547,-81.3058
1622,190704,PIURA,TALARA,LOBITOS,-4.4569,-81.285
1623,190706,PIURA,TALARA,LOS ORGANOS,-4.1792,-81.1294
1624,190705,PIURA,TALARA,MANCORA,-4.1069,-81.0539
1625,190801,PIURA,SECHURA,SECHURA,-5.5572,-80.8222
1626,190804,PIURA,SECHURA,BELLAVISTA DE LA UNION,-5.4403,-80.755
1627,190803,PIURA,SECHURA,BERNAL,-5.4589,-80.7419
1628,190805,PIURA,SECHURA,CRISTO NOS VALGA,-5.4931,-80.7411
1629,190802,PIURA,SECHURA,VICE,-5.4222,-80.7764
1630,190806,PIURA,SECHURA,RINCONADA LLICUAR,-5.4636,-80.7653
1631,200101,PUNO,PUNO,PUNO,-15.8403,-70.0281
1632,200102,PUNO,PUNO,ACORA,-15.9736,-69.7978
1633,200115,PUNO,PUNO,AMANTANI,-15.6572,-69.7183
1634,200103,PUNO,PUNO,ATUNCOLLA,-15.6883,-70.1439
1635,200104,PUNO,PUNO,CAPACHICA,-15.6417,-69.8308
1636,200106,PUNO,PUNO,CHUCUITO,-15.8947,-69.8894
1637,200105,PUNO,PUNO,COATA,-15.5714,-69.9506
1638,200107,PUNO,PUNO,HUATA,-15.615,-69.9714
1639,200108,PUNO,PUNO,MAÑAZO,-15.8011,-70.3433
1640,200109,PUNO,PUNO,PAUCARCOLLA,-15.7456,-70.0561
1641,200110,PUNO,PUNO,PICHACANI,-16.15,-70.0633
1642,200114,PUNO,PUNO,PLATERIA,-15.9483,-69.8333
1643,200111,PUNO,PUNO,SAN ANTONIO,-16.1406,-70.3439
1644,200112,PUNO,PUNO,TIQUILLACA,-15.7969,-70.1867
1645,200113,PUNO,PUNO,VILQUE,-15.7667,-70.2589
1646,200201,PUNO,AZANGARO,AZANGARO,-14.9081,-70.1956
1647,200202,PUNO,AZANGARO,ACHAYA,-15.2847,-70.1611
1648,200203,PUNO,AZANGARO,ARAPA,-15.1389,-70.11
1649,200204,PUNO,AZANGARO,ASILLO,-14.7864,-70.3536
1650,200205,PUNO,AZANGARO,CAMINACA,-15.3247,-70.0728
1651,200206,PUNO,AZANGARO,CHUPA,-15.1058,-69.9872
1652,200207,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,-15.0339,-70.3381
1653,200208,PUNO,AZANGARO,MUÑANI,-14.7708,-69.9556
1654,200210,PUNO,AZANGARO,POTONI,-14.39,-70.105
1655,200212,PUNO,AZANGARO,SAMAN,-15.2919,-70.0172
1656,200213,PUNO,AZANGARO,SAN ANTON,-14.5839,-70.3172
1657,200214,PUNO,AZANGARO,SAN JOSE,-14.6803,-70.16
1658,200215,PUNO,AZANGARO,SAN JUAN DE SALINAS,-14.9914,-70.1061
1659,200216,PUNO,AZANGARO,SANTIAGO DE PUPUJA,-15.0528,-70.2781
1660,200217,PUNO,AZANGARO,TIRAPATA,-14.955,-70.4028
1661,200301,PUNO,CARABAYA,MACUSANI,-14.0686,-70.4311
1662,200302,PUNO,CARABAYA,AJOYANI,-14.2294,-70.2236
1663,200303,PUNO,CARABAYA,AYAPATA,-13.7767,-70.3228
1664,200304,PUNO,CARABAYA,COASA,-13.9892,-70.0158
1665,200305,PUNO,CARABAYA,CORANI,-13.8686,-70.6044
1666,200306,PUNO,CARABAYA,CRUCERO,-14.3617,-70.0236
1667,200307,PUNO,CARABAYA,ITUATA,-13.8764,-70.2139
1668,200308,PUNO,CARABAYA,OLLACHEA,-13.7939,-70.4725
1669,200309,PUNO,CARABAYA,SAN GABAN,-13.4383,-70.4028
1670,200310,PUNO,CARABAYA,USICAYOS,-14.1253,-69.9675
1671,200401,PUNO,CHUCUITO,JULI,-16.2128,-69.4594
1672,200402,PUNO,CHUCUITO,DESAGUADERO,-16.5644,-69.0394
1673,200403,PUNO,CHUCUITO,HUACULLANI,-16.6306,-69.3219
1674,200412,PUNO,CHUCUITO,KELLUYO,-16.7269,-69.2503
1675,200406,PUNO,CHUCUITO,PISACOMA,-16.9086,-69.3714
1676,200407,PUNO,CHUCUITO,POMATA,-16.2736,-69.2928
1677,200410,PUNO,CHUCUITO,ZEPITA,-16.4969,-69.1033
1678,201201,PUNO,EL COLLAO,ILAVE,-16.0869,-69.6381
1679,201204,PUNO,EL COLLAO,CAPAZO,-17.1839,-69.7444
1680,201202,PUNO,EL COLLAO,PILCUYO,-16.1108,-69.5542
1681,201203,PUNO,EL COLLAO,SANTA ROSA,-16.7422,-69.7167
1682,201205,PUNO,EL COLLAO,CONDURIRI,-16.6219,-69.7086
1683,200501,PUNO,HUANCANE,HUANCANE,-15.2008,-69.7678
1684,200502,PUNO,HUANCANE,COJATA,-15.0153,-69.3656
1685,200511,PUNO,HUANCANE,HUATASANI,-15.0594,-69.8019
1686,200504,PUNO,HUANCANE,INCHUPALLA,-15.0097,-69.6828
1687,200506,PUNO,HUANCANE,PUSI,-15.4419,-69.9297
1688,200507,PUNO,HUANCANE,ROSASPATA,-15.2347,-69.5275
1689,200508,PUNO,HUANCANE,TARACO,-15.2972,-69.9783
1690,200509,PUNO,HUANCANE,VILQUE CHICO,-15.2139,-69.6892
1691,200601,PUNO,LAMPA,LAMPA,-15.3647,-70.3678
1692,200602,PUNO,LAMPA,CABANILLA,-15.6203,-70.3456
1693,200603,PUNO,LAMPA,CALAPUJA,-15.3106,-70.2217
1694,200604,PUNO,LAMPA,NICASIO,-15.2356,-70.2611
1695,200605,PUNO,LAMPA,OCUVIRI,-15.1139,-70.9092
1696,200606,PUNO,LAMPA,PALCA,-15.2369,-70.5981
1697,200607,PUNO,LAMPA,PARATIA,-15.4542,-70.5997
1698,200608,PUNO,LAMPA,PUCARA,-15.0417,-70.3678
1699,200609,PUNO,LAMPA,SANTA LUCIA,-15.6994,-70.6064
1700,200610,PUNO,LAMPA,VILAVILA,-15.1883,-70.66
1701,200701,PUNO,MELGAR,AYAVIRI,-14.8817,-70.5894
1702,200702,PUNO,MELGAR,ANTAUTA,-14.2997,-70.2922
1703,200703,PUNO,MELGAR,CUPI,-14.905,-70.8667
1704,200704,PUNO,MELGAR,LLALLI,-14.9481,-70.8806
1705,200705,PUNO,MELGAR,MACARI,-14.7717,-70.9033
1706,200706,PUNO,MELGAR,NUÑOA,-14.4761,-70.6364
1707,200707,PUNO,MELGAR,ORURILLO,-14.7278,-70.5122
1708,200708,PUNO,MELGAR,SANTA ROSA,-14.6075,-70.7878
1709,200709,PUNO,MELGAR,UMACHIRI,-14.8539,-70.7539
1710,201301,PUNO,MOHO,MOHO,-15.3603,-69.4997
1711,201302,PUNO,MOHO,CONIMA,-15.4578,-69.4378
1712,201304,PUNO,MOHO,HUAYRAPATA,-15.3214,-69.3411
1713,201303,PUNO,MOHO,TILALI,-15.515,-69.3481
1714,201101,PUNO,SAN ANTONIO DE PUTINA,PUTINA,-14.9142,-69.8689
1715,201104,PUNO,SAN ANTONIO DE PUTINA,ANANEA,-14.6786,-69.535
1716,201102,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,-15.0636,-69.8817
