id_ubigeo,ubigeo_reniec,departamento,provincia,distrito,latitud,longitud
1717,201103,PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,-14.8936,-69.7303
1718,201105,PUNO,SAN ANTONIO DE PUTINA,SINA,-14.4967,-69.2803
1719,200901,PUNO,SAN ROMAN,JULIACA,-15.4839,-70.1333
1720,200902,PUNO,SAN ROMAN,CABANA,-15.6492,-70.3219
1721,200903,PUNO,SAN ROMAN,CABANILLAS,-15.6444,-70.3539
1722,200904,PUNO,SAN ROMAN,CARACOTO,-15.5675,-70.1025
1723,200905,PUNO,SAN ROMAN,SAN MIGUEL,-15.4603,-70.1269
1724,200801,PUNO,SANDIA,SANDIA,-14.3222,-69.4664
1725,200803,PUNO,SANDIA,CUYOCUYO,-14.4703,-69.5372
1726,200804,PUNO,SANDIA,LIMBANI,-14.1497,-69.6906
1727,200806,PUNO,SANDIA,PATAMBUCO,-14.3617,-69.6194
1728,200805,PUNO,SANDIA,PHARA,-14.1519,-69.6653
1729,200807,PUNO,SANDIA,QUIACA,-14.4222,-69.345
1730,200808,PUNO,SANDIA,SAN JUAN DEL ORO,-14.2208,-69.1536
1731,200810,PUNO,SANDIA,YANAHUAYA,-14.2586,-69.1694
1732,200811,PUNO,SANDIA,ALTO INAMBARI,-14.09,-69.2433
1733,200812,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,-14.1125,-69.0478
1734,201001,PUNO,YUNGUYO,YUNGUYO,-16.2267,-69.0956
1735,201003,PUNO,YUNGUYO,ANAPIA,-16.3139,-68.8528
1736,201004,PUNO,YUNGUYO,COPANI,-16.4,-69.0403
1737,201005,PUNO,YUNGUYO,CUTURAPI,-16.2706,-69.1769
1738,201006,PUNO,YUNGUYO,OLLARAYA,-16.2197,-68.9911
1739,201007,PUNO,YUNGUYO,TINICACHI,-16.1986,-68.9617
1740,201002,PUNO,YUNGUYO,UNICACHI,-16.2236,-68.9811
1741,210101,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,-6.0347,-76.9742
1742,210102,SAN MARTIN,MOYOBAMBA,CALZADA,-6.0303,-77.0667
1743,210103,SAN MARTIN,MOYOBAMBA,HABANA,-6.0797,-77.0914
1744,210104,SAN MARTIN,MOYOBAMBA,JEPELACIO,-6.1081,-76.9153
1745,210105,SAN MARTIN,MOYOBAMBA,SORITOR,-6.1394,-77.1025
1746,210106,SAN MARTIN,MOYOBAMBA,YANTALO,-5.9744,-77.0208
1747,210701,SAN MARTIN,BELLAVISTA,BELLAVISTA,-7.0522,-76.5897
1748,210704,SAN MARTIN,BELLAVISTA,ALTO BIAVO,-7.2558,-76.4767
1749,210706,SAN MARTIN,BELLAVISTA,BAJO BIAVO,-7.1017,-76.4719
1750,210705,SAN MARTIN,BELLAVISTA,HUALLAGA,-7.1311,-76.6486
1751,210703,SAN MARTIN,BELLAVISTA,SAN PABLO,-6.8097,-76.5747
1752,210702,SAN MARTIN,BELLAVISTA,SAN RAFAEL,-7.0231,-76.4658
1753,211001,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,-6.6139,-76.6953
1754,211002,SAN MARTIN,EL DORADO,AGUA BLANCA,-6.7253,-76.6953
1755,211004,SAN MARTIN,EL DORADO,SAN MARTIN,-6.5144,-76.7406
1756,211005,SAN MARTIN,EL DORADO,SANTA ROSA,-6.7464,-76.6236
1757,211003,SAN MARTIN,EL DORADO,SHATOJA,-6.5283,-76.72
1758,210201,SAN MARTIN,HUALLAGA,SAPOSOA,-6.9367,-76.7722
1759,210205,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,-6.7647,-76.8136
1760,210206,SAN MARTIN,HUALLAGA,EL ESLABON,-7.0217,-76.7233
1761,210202,SAN MARTIN,HUALLAGA,PISCOYACU,-6.9811,-76.7694
1762,210203,SAN MARTIN,HUALLAGA,SACANCHE,-7.07,-76.7136
1763,210204,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,-7.0919,-76.6414
1764,210301,SAN MARTIN,LAMAS,LAMAS,-6.4239,-76.5233
1765,210315,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,-6.3558,-76.7753
1766,210303,SAN MARTIN,LAMAS,BARRANQUITA,-6.2522,-76.0333
1767,210304,SAN MARTIN,LAMAS,CAYNARACHI,-6.3308,-76.2842
1768,210305,SAN MARTIN,LAMAS,CUÑUMBUQUI,-6.5106,-76.4817
1769,210306,SAN MARTIN,LAMAS,PINTO RECODO,-6.3792,-76.6044
1770,210307,SAN MARTIN,LAMAS,RUMISAPA,-6.4489,-76.4717
1771,210316,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,-6.3856,-76.4386
1772,210311,SAN MARTIN,LAMAS,SHANAO,-6.4117,-76.5942
1773,210313,SAN MARTIN,LAMAS,TABALOSOS,-6.3894,-76.6342
1774,210314,SAN MARTIN,LAMAS,ZAPATERO,-6.5297,-76.4942
1775,210401,SAN MARTIN,MARISCAL CACERES,JUANJUI,-7.1767,-76.7239
1776,210402,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,-7.4831,-76.6497
1777,210403,SAN MARTIN,MARISCAL CACERES,HUICUNGO,-7.3169,-76.7772
1778,210404,SAN MARTIN,MARISCAL CACERES,PACHIZA,-7.2981,-76.7733
1779,210405,SAN MARTIN,MARISCAL CACERES,PAJARILLO,-7.1767,-76.6886
1780,210901,SAN MARTIN,PICOTA,PICOTA,-6.92,-76.3303
1781,210902,SAN MARTIN,PICOTA,BUENOS AIRES,-6.7917,-76.3278
1782,210903,SAN MARTIN,PICOTA,CASPISAPA,-6.9564,-76.4186
1783,210904,SAN MARTIN,PICOTA,PILLUANA,-6.7767,-76.2917
1784,210905,SAN MARTIN,PICOTA,PUCACACA,-6.8489,-76.3411
1785,210906,SAN MARTIN,PICOTA,SAN CRISTOBAL,-6.9919,-76.4178
1786,210907,SAN MARTIN,PICOTA,SAN HILARION,-7.0039,-76.4394
1787,210910,SAN MARTIN,PICOTA,SHAMBOYACU,-7.0242,-76.1328
1788,210908,SAN MARTIN,PICOTA,TINGO DE PONASA,-6.9361,-76.2539
1789,210909,SAN MARTIN,PICOTA,TRES UNIDOS,-6.8058,-76.2322
1790,210501,SAN MARTIN,RIOJA,RIOJA,-6.0625,-77.1683
1791,210509,SAN MARTIN,RIOJA,AWAJUN,-5.8161,-77.3828
1792,210506,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,-5.9872,-77.2781
1793,210505,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,-5.9361,-77.3069
1794,210508,SAN MARTIN,RIOJA,PARDO MIGUEL,-5.7394,-77.5044
1795,210502,SAN MARTIN,RIOJA,POSIC,-6.0133,-77.1619
1796,210507,SAN MARTIN,RIOJA,SAN FERNANDO,-5.9019,-77.2694
1797,210503,SAN MARTIN,RIOJA,YORONGOS,-6.1386,-77.1442
1798,210504,SAN MARTIN,RIOJA,YURACYACU,-5.9311,-77.2264
1799,210601,SAN MARTIN,SAN MARTIN,TARAPOTO,-6.4894,-76.3603
1800,210602,SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,-6.6631,-76.2867
1801,210604,SAN MARTIN,SAN MARTIN,CACATACHI,-6.4619,-76.4514
1802,210606,SAN MARTIN,SAN MARTIN,CHAZUTA,-6.5736,-76.1378
1803,210607,SAN MARTIN,SAN MARTIN,CHIPURANA,-6.3542,-75.7414
1804,210608,SAN MARTIN,SAN MARTIN,EL PORVENIR,-6.2117,-75.8008
1805,210609,SAN MARTIN,SAN MARTIN,HUIMBAYOC,-6.4178,-75.7681
1806,210610,SAN MARTIN,SAN MARTIN,JUAN GUERRA,-6.5842,-76.3308
1807,210621,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,-6.49,-76.3406
1808,210611,SAN MARTIN,SAN MARTIN,MORALES,-6.4792,-76.3831
1809,210612,SAN MARTIN,SAN MARTIN,PAPAPLAYA,-6.2453,-75.7906
1810,210616,SAN MARTIN,SAN MARTIN,SAN ANTONIO,-6.4094,-76.4067
1811,210619,SAN MARTIN,SAN MARTIN,SAUCE,-6.6906,-76.2167
1812,210620,SAN MARTIN,SAN MARTIN,SHAPAJA,-6.5797,-76.2619
1813,210801,SAN MARTIN,TOCACHE,TOCACHE,-8.1883,-76.5094
1814,210802,SAN MARTIN,TOCACHE,NUEVO PROGRESO,-8.4506,-76.3264
1815,210803,SAN MARTIN,TOCACHE,POLVORA,-7.9078,-76.6678
1816,210804,SAN MARTIN,TOCACHE,SHUNTE,-8.3517,-76.7297
1817,210805,SAN MARTIN,TOCACHE,UCHIZA,-8.4583,-76.4617
1818,220101,TACNA,TACNA,TACNA,-18.0019,-70.2519
1819,220111,TACNA,TACNA,ALTO DE LA ALIANZA,-17.9931,-70.2478
1820,220102,TACNA,TACNA,CALANA,-17.9433,-70.1883
1821,220112,TACNA,TACNA,CIUDAD NUEVA,-17.9819,-70.2381
1822,220104,TACNA,TACNA,INCLAN,-17.7939,-70.4947
1823,220107,TACNA,TACNA,PACHIA,-17.8964,-70.1539
1824,220108,TACNA,TACNA,PALCA,-17.7783,-69.9597
1825,220109,TACNA,TACNA,POCOLLAY,-17.9967,-70.2258
1826,220110,TACNA,TACNA,SAMA,-17.8625,-70.56
1827,220113,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIP,-18.0431,-70.2517
1828,220114,TACNA,TACNA,LA YARADA LOS PALOS,-18.2861,-70.4392
1829,220401,TACNA,CANDARAVE,CANDARAVE,-17.2681,-70.2503
1830,220402,TACNA,CANDARAVE,CAIRANI,-17.2853,-70.3636
1831,220406,TACNA,CANDARAVE,CAMILACA,-17.2425,-70.3881
1832,220403,TACNA,CANDARAVE,CURIBAYA,-17.3814,-70.3347
1833,220404,TACNA,CANDARAVE,HUANUARA,-17.3136,-70.3225
1834,220405,TACNA,CANDARAVE,QUILAHUANI,-17.3183,-70.2586
1835,220301,TACNA,JORGE BASADRE,LOCUMBA,-17.6139,-70.7628
1836,220303,TACNA,JORGE BASADRE,ILABAYA,-17.4181,-70.5131
1837,220302,TACNA,JORGE BASADRE,ITE,-17.8617,-70.9658
1838,220201,TACNA,TARATA,TARATA,-17.475,-70.0319
1839,220205,TACNA,TARATA,CHUCATAMANI,-17.4806,-70.1231
1840,220206,TACNA,TARATA,ESTIQUE,-17.5419,-70.0183
1841,220207,TACNA,TARATA,ESTIQUE-PAMPA,-17.5386,-70.0314
1842,220210,TACNA,TARATA,SITAJARA,-17.3753,-70.1339
1843,220211,TACNA,TARATA,SUSAPAYA,-17.3481,-70.1336
1844,220212,TACNA,TARATA,TARUCACHI,-17.5258,-70.0317
1845,220213,TACNA,TARATA,TICACO,-17.4472,-70.0467
1846,230101,TUMBES,TUMBES,TUMBES,-3.5711,-80.4592
1847,230102,TUMBES,TUMBES,CORRALES,-3.6014,-80.4806
1848,230103,TUMBES,TUMBES,LA CRUZ,-3.6372,-80.59
1849,230104,TUMBES,TUMBES,PAMPAS DE HOSPITAL,-3.6933,-80.4392
1850,230105,TUMBES,TUMBES,SAN JACINTO,-3.6408,-80.4453
1851,230106,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,-3.6278,-80.4336
